City	Edition	Sport	Discipline	Athlete	NOC	Gender	Event	Event_gender	Medal
Paris	1924	Cycling	Cycling Track	CUGNOT, Jean	FRA	Men	Sprint indivual	M	Bronze
Paris	1924	Cycling	Cycling Track	MICHARD, Lucien	FRA	Men	Sprint indivual	M	Gold
Paris	1924	Cycling	Cycling Track	MEIJER, Jacob	NED	Men	Sprint indivual	M	Silver
Paris	1924	Cycling	Cycling Track	DAGHELINCKX, Gustave Léonard	BEL	Men	Team Pursuit (4000m)	M	Bronze
Paris	1924	Cycling	Cycling Track	HOEVENAERS, Henri	BEL	Men	Team Pursuit (4000m)	M	Bronze
Paris	1924	Cycling	Cycling Track	SAIVE, Ferdinand	BEL	Men	Team Pursuit (4000m)	M	Bronze
Paris	1924	Cycling	Cycling Track	VAN DEN BOSCH, Jean	BEL	Men	Team Pursuit (4000m)	M	Bronze
Paris	1924	Cycling	Cycling Track	DE MARTINO, Angelo	ITA	Men	Team Pursuit (4000m)	M	Gold
Paris	1924	Cycling	Cycling Track	DINALE, Alfredo	ITA	Men	Team Pursuit (4000m)	M	Gold
Paris	1924	Cycling	Cycling Track	MENEGAZZI, Aurelio	ITA	Men	Team Pursuit (4000m)	M	Gold
Paris	1924	Cycling	Cycling Track	ZUCCHETTI, Francesco	ITA	Men	Team Pursuit (4000m)	M	Gold
Paris	1924	Cycling	Cycling Track	LANGE, Jozef	POL	Men	Team Pursuit (4000m)	M	Silver
Paris	1924	Cycling	Cycling Track	LAZARSKI, Jan	POL	Men	Team Pursuit (4000m)	M	Silver
Paris	1924	Cycling	Cycling Track	STANKIEWICZ, Tomasz	POL	Men	Team Pursuit (4000m)	M	Silver
Paris	1924	Cycling	Cycling Track	SZYMCZYK, Franciszek	POL	Men	Team Pursuit (4000m)	M	Silver
Paris	1924	Equestrian	Dressage	LESAGE, Xavier François	FRA	Men	individual	X	Bronze
Paris	1924	Equestrian	Dressage	DE LINDER, Ernst	SWE	Men	individual	X	Gold
Paris	1924	Equestrian	Dressage	SANDSTRÖM, Bertil	SWE	Men	individual	X	Silver
Paris	1924	Equestrian	Eventing	DOAK, Sloan	USA	Men	individual	X	Bronze
Paris	1924	Equestrian	Eventing	VAN DER VOORT VAN ZIJP, Adolf Dirk C.	NED	Men	individual	X	Gold
Paris	1924	Equestrian	Eventing	KIRKEBJERG, Frode Rasmussen	DEN	Men	individual	X	Silver
Paris	1924	Equestrian	Eventing	ALVISI, Alessandro	ITA	Men	team	X	Bronze
Paris	1924	Equestrian	Eventing	DI PRALORMO, Emanuele	ITA	Men	team	X	Bronze
Paris	1924	Equestrian	Eventing	LEQUIO DI ASSABA, Tommaso	ITA	Men	team	X	Bronze
Paris	1924	Equestrian	Eventing	LOMBARDI, Alberto	ITA	Men	team	X	Bronze
Paris	1924	Equestrian	Eventing	COLENBRANDER, Antonius Theodorus	NED	Men	team	X	Gold
Paris	1924	Equestrian	Eventing	DE KRUIJFF, Gerard Pieter	NED	Men	team	X	Gold
Paris	1924	Equestrian	Eventing	PAHUD DE MORTANGES, Charles Ferdinand	NED	Men	team	X	Gold
Paris	1924	Equestrian	Eventing	VAN DER VOORT VAN ZIJP, Adolf Dirk C.	NED	Men	team	X	Gold
Paris	1924	Equestrian	Eventing	DE KÖNIG, Claës	SWE	Men	team	X	Silver
Paris	1924	Equestrian	Eventing	HAGELIN, Gustaf W.	SWE	Men	team	X	Silver
Paris	1924	Equestrian	Eventing	LEWENHAUPT, G. W.	SWE	Men	team	X	Silver
Paris	1924	Equestrian	Eventing	SYLVAN, C. Torsten L.	SWE	Men	team	X	Silver
Paris	1924	Equestrian	Eventing	ANITA	SWE	Women	team	X	Silver
Paris	1924	Equestrian	Jumping	KROLIKIEWICZ, Adam	POL	Men	individual	X	Bronze
Paris	1924	Equestrian	Jumping	GEMUSEUS, Alphonse	SUI	Men	individual	X	Gold
Paris	1924	Equestrian	Jumping	LEQUIO DI ASSABA, Tommaso	ITA	Men	individual	X	Silver
Paris	1924	Equestrian	Jumping	BORGES D'ALMEIDA, Antonio	POR	Men	team	X	Bronze
Paris	1924	Equestrian	Jumping	DE SOUZA MARTINS, Helder	POR	Men	team	X	Bronze
Paris	1924	Equestrian	Jumping	MOUZINHO D'ALBUQUERQUE, José	POR	Men	team	X	Bronze
Paris	1924	Equestrian	Jumping	LUNDSTRÖM, Age	SWE	Men	team	X	Gold
Paris	1924	Equestrian	Jumping	STAHLE, Axel	SWE	Men	team	X	Gold
Paris	1924	Equestrian	Jumping	THELNING, Ake	SWE	Men	team	X	Gold
Paris	1924	Equestrian	Jumping	BÜHLER, Hans E.	SUI	Men	team	X	Silver
Paris	1924	Equestrian	Jumping	GEMUSEUS, Alphonse	SUI	Men	team	X	Silver
Paris	1924	Equestrian	Jumping	STUBER, Werner	SUI	Men	team	X	Silver
Paris	1924	Fencing	Fencing	HELLSTEN, Nils Erik	SWE	Men	épée individual	M	Bronze
Paris	1924	Fencing	Fencing	DELPORTE, Charles	BEL	Men	épée individual	M	Gold
Paris	1924	Fencing	Fencing	DUCRET, Roger François	FRA	Men	épée individual	M	Silver
Paris	1924	Fencing	Fencing	BASLETTA, Giulio	ITA	Men	épée team	M	Bronze
Paris	1924	Fencing	Fencing	BERTINETTI, Marcello	ITA	Men	épée team	M	Bronze
Paris	1924	Fencing	Fencing	CANOVA, Giovanni	ITA	Men	épée team	M	Bronze
Paris	1924	Fencing	Fencing	CUCCIA, Vincenzo	ITA	Men	épée team	M	Bronze
Paris	1924	Fencing	Fencing	MONTEGAZZA, V.	ITA	Men	épée team	M	Bronze
Paris	1924	Fencing	Fencing	MORICCA, Oreste	ITA	Men	épée team	M	Bronze
Paris	1924	Fencing	Fencing	BUCHARD, Georges	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	DUCRET, Roger François	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	GAUDIN, Lucien	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	LABATTUT, André	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	LIOTTEL, Lionel	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	LIPPMANN, Alexandre	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	TAINTURIER, Georges	FRA	Men	épée team	M	Gold
Paris	1924	Fencing	Fencing	ANSPACH, Paul	BEL	Men	épée team	M	Silver
Paris	1924	Fencing	Fencing	DE CRAECKER, Joseph	BEL	Men	épée team	M	Silver
Paris	1924	Fencing	Fencing	DE MONTIGNY, Fernand	BEL	Men	épée team	M	Silver
Paris	1924	Fencing	Fencing	DELPORTE, Charles	BEL	Men	épée team	M	Silver
Paris	1924	Fencing	Fencing	GEVERS, Ernest	BEL	Men	épée team	M	Silver
Paris	1924	Fencing	Fencing	TOM, Léon	BEL	Men	épée team	M	Silver
Paris	1924	Fencing	Fencing	VAN DAMME, Maurice E.	BEL	Men	foil individual	M	Bronze
Paris	1924	Fencing	Fencing	DUCRET, Roger François	FRA	Men	foil individual	M	Gold
Paris	1924	Fencing	Fencing	CATTIAU, Philippe	FRA	Men	foil individual	M	Silver
Paris	1924	Fencing	Fencing	HECKSCHER, Grete	DEN	Women	foil individual	W	Bronze
Paris	1924	Fencing	Fencing	OSIIER, Ellen Ottilia	DEN	Women	foil individual	W	Gold
Paris	1924	Fencing	Fencing	DAVIS, Gladis Muriel	GBR	Women	foil individual	W	Silver
Paris	1924	Fencing	Fencing	BERTI, Laszlo	HUN	Men	foil team	M	Bronze
Paris	1924	Fencing	Fencing	LICHTENECKERT, Istvan	HUN	Men	foil team	M	Bronze
Paris	1924	Fencing	Fencing	POSTA, Sandor	HUN	Men	foil team	M	Bronze
Paris	1924	Fencing	Fencing	SCHENKER, Zoltan	HUN	Men	foil team	M	Bronze
Paris	1924	Fencing	Fencing	TERSZTYANSZKY, Ödön	HUN	Men	foil team	M	Bronze
Paris	1924	Fencing	Fencing	CATTIAU, Philippe	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	COUTROT, Jacques	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	DE LUGET, Guy	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	DUCRET, Roger François	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	GAUDIN, Lucien	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	JOBIER, Henri	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	LABATTUT, André	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	PEROTEAUX, Josef	FRA	Men	foil team	M	Gold
Paris	1924	Fencing	Fencing	BERRE, Marcel L.	BEL	Men	foil team	M	Silver
Paris	1924	Fencing	Fencing	BEURAIN, Désiré	BEL	Men	foil team	M	Silver
Paris	1924	Fencing	Fencing	CRAHAY, Charles	BEL	Men	foil team	M	Silver
Paris	1924	Fencing	Fencing	DE MONTIGNY, Fernand	BEL	Men	foil team	M	Silver
Paris	1924	Fencing	Fencing	DE ROOCKER, Albert	BEL	Men	foil team	M	Silver
Paris	1924	Fencing	Fencing	VAN DAMME, Maurice E.	BEL	Men	foil team	M	Silver
Paris	1924	Fencing	Fencing	GARAY, Janos	HUN	Men	sabre individual	M	Bronze
Paris	1924	Fencing	Fencing	POSTA, Sandor	HUN	Men	sabre individual	M	Gold
Paris	1924	Fencing	Fencing	DUCRET, Roger François	FRA	Men	sabre individual	M	Silver
Paris	1924	Fencing	Fencing	DE JONG, Adrianus Egbertus Willem	NED	Men	sabre team	M	Bronze
Paris	1924	Fencing	Fencing	DOORMAN, Jetze	NED	Men	sabre team	M	Bronze
Paris	1924	Fencing	Fencing	SCHERPENHUYZEN, Hendrik Dorotheus	NED	Men	sabre team	M	Bronze
Paris	1924	Fencing	Fencing	VAN DER WIEL, Jan	NED	Men	sabre team	M	Bronze
Paris	1924	Fencing	Fencing	VAN DULM, Maarten Hendrik	NED	Men	sabre team	M	Bronze
Paris	1924	Fencing	Fencing	WYNOLDY-DANIELS, Henri Jacob	NED	Men	sabre team	M	Bronze
Paris	1924	Fencing	Fencing	ANSELMI, Renato	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	BALZARINI, Guido	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	BERTINETTI, Marcello	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	BINI, Bino	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	CUCCIA, Vincenzo	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	MORICCA, Oreste	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	PULITI, Oreste	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	SARROCCHI, Giulio	ITA	Men	sabre team	M	Gold
Paris	1924	Fencing	Fencing	BERTI, Laszlo	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	GARAY, Janos	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	POSTA, Sandor	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	RADY, Jozsef	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	SCHENKER, Zoltan	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	SZECHY, Laszlo	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	TERSZTYANSZKY, Ödön	HUN	Men	sabre team	M	Silver
Paris	1924	Fencing	Fencing	UHLYARIK, Jenö	HUN	Men	sabre team	M	Silver
Paris	1924	Football	Football	ALFREDSSON, Axel	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	BROMMESSON, Charles	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	CARLSON, Gustaf	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	DAHL, Albin	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	FRIBERG, Sven	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	GUSTAFSSON, Karl	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	HILLEN, Fritjof	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	HIRSCH, Konrad	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	HOLMBERG, Gunnar	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	KAUFELDT, Per	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	KELLER, Tore	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	KOCK, Rudolf	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	LINDBERG, Sigfrid	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	LINDBERG, V.	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	LINDQVIST, Sven	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	LUNDQUIST, Evert	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	MELLGREN, Sten	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	OCLSSON, G.	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	RYDELL, Sven	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	SUNDBERG, Harry	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	SVENSSON, Thorsten	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	ZANDER, Robert	SWE	Men	football	M	Bronze
Paris	1924	Football	Football	ANDRADE, José	URU	Men	football	M	Gold
Paris	1924	Football	Football	ARISPE, Pedro	URU	Men	football	M	Gold
Paris	1924	Football	Football	CASELLA, P.	URU	Men	football	M	Gold
Paris	1924	Football	Football	CEA, Pedro	URU	Men	football	M	Gold
Paris	1924	Football	Football	CHIAPPARA, L.	URU	Men	football	M	Gold
Paris	1924	Football	Football	ETCHEGOYEN, P.	URU	Men	football	M	Gold
Paris	1924	Football	Football	GHIERRA, Alfredo	URU	Men	football	M	Gold
Paris	1924	Football	Football	MAZALI, AndrÃ©s	URU	Men	football	M	Gold
Paris	1924	Football	Football	NASAZZI, José	URU	Men	football	M	Gold
Paris	1924	Football	Football	NAYA, José	URU	Men	football	M	Gold
Paris	1924	Football	Football	PETRONE, Pedro	URU	Men	football	M	Gold
Paris	1924	Football	Football	ROMANO, Angel	URU	Men	football	M	Gold
Paris	1924	Football	Football	SALDOMBIDE, Z.	URU	Men	football	M	Gold
Paris	1924	Football	Football	SCARONE, Hector	URU	Men	football	M	Gold
Paris	1924	Football	Football	SOMMA, P.	URU	Men	football	M	Gold
Paris	1924	Football	Football	TOMASINA, Alberto	URU	Men	football	M	Gold
Paris	1924	Football	Football	URDINARAN, Antonio	URU	Men	football	M	Gold
Paris	1924	Football	Football	URDINARAN, Santos	URU	Men	football	M	Gold
Paris	1924	Football	Football	URIARTE, F.	URU	Men	football	M	Gold
Paris	1924	Football	Football	VIDAL, José	URU	Men	football	M	Gold
Paris	1924	Football	Football	ZIBECHI, Alfredo J.	URU	Men	football	M	Gold
Paris	1924	Football	Football	ZINGONE, P.	URU	Men	football	M	Gold
Paris	1924	Football	Football	ABEGGLEN, Max	SUI	Men	football	M	Silver
Paris	1924	Football	Football	BEDOURET, Félix	SUI	Men	football	M	Silver
Paris	1924	Football	Football	BOUVIER, C.	SUI	Men	football	M	Silver
Paris	1924	Football	Football	DIETRICH, Walter	SUI	Men	football	M	Silver
Paris	1924	Football	Football	EHRENBOLGER, Karl	SUI	Men	football	M	Silver
Paris	1924	Football	Football	FÄSSLER, Paul	SUI	Men	football	M	Silver
Paris	1924	Football	Football	GOTTENKIENY, G.	SUI	Men	football	M	Silver
Paris	1924	Football	Football	HAAG, J.	SUI	Men	football	M	Silver
Paris	1924	Football	Football	KATZ, M.	SUI	Men	football	M	Silver
Paris	1924	Football	Football	KRAMER, Edmond	SUI	Men	football	M	Silver
Paris	1924	Football	Football	MENGOTTI, Adolphe	SUI	Men	football	M	Silver
Paris	1924	Football	Football	OBERHAUSER, August	SUI	Men	football	M	Silver
Paris	1924	Football	Football	PACHE, Robert	SUI	Men	football	M	Silver
Paris	1924	Football	Football	POLLITZ, Aron	SUI	Men	football	M	Silver
Paris	1924	Football	Football	PULVER, Hans	SUI	Men	football	M	Silver
Paris	1924	Football	Football	RAMSEYER, Rudolf	SUI	Men	football	M	Silver
Paris	1924	Football	Football	REYMOND, Adolphe	SUI	Men	football	M	Silver
Paris	1924	Football	Football	RICHARD, L.	SUI	Men	football	M	Silver
Paris	1924	Football	Football	SCHAR, T.	SUI	Men	football	M	Silver
Paris	1924	Football	Football	SCHMIEDLIN, Paul	SUI	Men	football	M	Silver
Paris	1924	Football	Football	STURZENEGGER, Paul	SUI	Men	football	M	Silver
Paris	1924	Football	Football	WEILER, Walter	SUI	Men	football	M	Silver
Paris	1924	Gymnastics	Artistic G.	HIGELIN, André	FRA	Men	horizontal bar	M	Bronze
Paris	1924	Gymnastics	Artistic G.	STUKELJ, Leon	YUG	Men	horizontal bar	M	Gold
Paris	1924	Gymnastics	Artistic G.	GUTWENINGER, Jean	SUI	Men	horizontal bar	M	Silver
Paris	1924	Gymnastics	Artistic G.	SUPCIK, Bedrich	TCH	Men	individual all-round	M	Bronze
Paris	1924	Gymnastics	Artistic G.	STUKELJ, Leon	YUG	Men	individual all-round	M	Gold
Paris	1924	Gymnastics	Artistic G.	PRAZAK, Robert	TCH	Men	individual all-round	M	Silver
Paris	1924	Gymnastics	Artistic G.	ZAMPORI, Giorgio	ITA	Men	parallel bars	M	Bronze
Paris	1924	Gymnastics	Artistic G.	GÜTTINGER, August	SUI	Men	parallel bars	M	Gold
Paris	1924	Gymnastics	Artistic G.	PRAZAK, Robert	TCH	Men	parallel bars	M	Silver
Paris	1924	Gymnastics	Artistic G.	REBETEZ, Antoine	SUI	Men	pommel horse	M	Bronze
Paris	1924	Gymnastics	Artistic G.	WILHELM, Josef	SUI	Men	pommel horse	M	Gold
Paris	1924	Gymnastics	Artistic G.	GUTWENINGER, Jean	SUI	Men	pommel horse	M	Silver
Paris	1924	Gymnastics	Artistic G.	VACHA, Ladislav	TCH	Men	rings	M	Bronze
Paris	1924	Gymnastics	Artistic G.	MARTINO, Francesco	ITA	Men	rings	M	Gold
Paris	1924	Gymnastics	Artistic G.	PRAZAK, Robert	TCH	Men	rings	M	Silver
Paris	1924	Gymnastics	Artistic G.	GÜTTINGER, August	SUI	Men	rope climbing	M	Bronze
Paris	1924	Gymnastics	Artistic G.	VACHA, Ladislav	TCH	Men	rope climbing	M	Bronze
Paris	1924	Gymnastics	Artistic G.	SUPCIK, Bedrich	TCH	Men	rope climbing	M	Gold
Paris	1924	Gymnastics	Artistic G.	SEGUIN, Albert	FRA	Men	rope climbing	M	Silver
Paris	1924	Gymnastics	Artistic G.	SEGUIN, Albert	FRA	Men	Sidehorse vault	M	Gold
Paris	1924	Gymnastics	Artistic G.	GANGLOFF, François	FRA	Men	Sidehorse vault	M	Silver
Paris	1924	Gymnastics	Artistic G.	GOUNOT, Jean	FRA	Men	Sidehorse vault	M	Silver
Paris	1924	Gymnastics	Artistic G.	GRIEDER, Hans	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	GÜTTINGER, August	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	GUTWENINGER, Jean	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	MIEZ, Georges	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	PFISTER, Otto	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	REBETEZ, Antoine	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	WIDMER, Karl	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	WILHELM, Josef	SUI	Men	team competition	M	Bronze
Paris	1924	Gymnastics	Artistic G.	CAMBIASO, Luigi	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	LERTORA, Mario	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	LUCCHETTI, Vittorio	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	MAIOCCO, Luigi	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	MANDRINI, Ferdinando	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	MARTINO, Francesco	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	PARIS, Giuseppe	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	ZAMPORI, Giorgio	ITA	Men	team competition	M	Gold
Paris	1924	Gymnastics	Artistic G.	CORDONNIER, Eugène	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	DELSARTE, Léon	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	GANGLOFF, François	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	GOUNOT, Jean	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	HERMANN, Arthur	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	HIGELIN, André	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	HUBER, Joseph	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	SEGUIN, Albert	FRA	Men	team competition	M	Silver
Paris	1924	Gymnastics	Artistic G.	MORKOVSKY, Bohumil	TCH	Men	vault	M	Bronze
Paris	1924	Gymnastics	Artistic G.	KRIZ, Frank	USA	Men	vault	M	Gold
Paris	1924	Gymnastics	Artistic G.	KOUTNY, Jan	TCH	Men	vault	M	Silver
Paris	1924	Modern Pentathlon	Modern Pentath.	UGGLA, Bertil	SWE	Men	Individual competition	M	Bronze
Paris	1924	Modern Pentathlon	Modern Pentath.	LINDMAN, Bo S. G.	SWE	Men	Individual competition	M	Gold
Paris	1924	Modern Pentathlon	Modern Pentath.	DYRSSEN, Gustaf	SWE	Men	Individual competition	M	Silver
Paris	1924	Polo	Polo	BARRETT, Frederick Whitfield	GBR	Men	polo	M	Bronze
Paris	1924	Polo	Polo	BINGHAM, Dennis	GBR	Men	polo	M	Bronze
Paris	1924	Polo	Polo	GUEST, Fred	GBR	Men	polo	M	Bronze
Paris	1924	Polo	Polo	LANNOWE, M.	GBR	Men	polo	M	Bronze
Paris	1924	Polo	Polo	WISE, Kinnear	GBR	Men	polo	M	Bronze
Paris	1924	Polo	Polo	KENNY, Arturo	ARG	Men	polo	M	Gold
Paris	1924	Polo	Polo	MILES, Juan	ARG	Men	polo	M	Gold
Paris	1924	Polo	Polo	NAYLOR, Guillermo	ARG	Men	polo	M	Gold
Paris	1924	Polo	Polo	NELSON, Juan	ARG	Men	polo	M	Gold
Paris	1924	Polo	Polo	PADILLA, Enrique	ARG	Men	polo	M	Gold
Paris	1924	Polo	Polo	PENA, A.	ARG	Men	polo	M	Gold
Paris	1924	Polo	Polo	BOESCKE, Elmer	USA	Men	polo	M	Silver
Paris	1924	Polo	Polo	HITCHCOCK, Thomas	USA	Men	polo	M	Silver
Paris	1924	Polo	Polo	MOORE, G.	USA	Men	polo	M	Silver
Paris	1924	Polo	Polo	ROE, Frederick	USA	Men	polo	M	Silver
Paris	1924	Polo	Polo	WANAMAKER, Rodman	USA	Men	polo	M	Silver
Paris	1924	Rowing	Rowing	BEIJNEN, Antonie Christiaan	NED	Men	coxless pair (2-)	M	Gold
Paris	1924	Rowing	Rowing	RÖSINGH, Wilhelm	NED	Men	coxless pair (2-)	M	Gold
Paris	1924	Rowing	Rowing	BOUTON, Maurice	FRA	Men	coxless pair (2-)	M	Silver
Paris	1924	Rowing	Rowing	PIOT, Georges	FRA	Men	coxless pair (2-)	M	Silver
Paris	1924	Rowing	Rowing	BOSSHARD, Rudolf	SUI	Men	double sculls (2x)	M	Bronze
Paris	1924	Rowing	Rowing	THOMA, Heinrich	SUI	Men	double sculls (2x)	M	Bronze
Paris	1924	Rowing	Rowing	COSTELLO, Paul Vincent	USA	Men	double sculls (2x)	M	Gold
Paris	1924	Rowing	Rowing	KELLY, John Brendan	USA	Men	double sculls (2x)	M	Gold
Paris	1924	Rowing	Rowing	DETTON, Marc P.	FRA	Men	double sculls (2x)	M	Silver
Paris	1924	Rowing	Rowing	STOCK, Jean-Pierre	FRA	Men	double sculls (2x)	M	Silver
Paris	1924	Rowing	Rowing	CATTALINICH, Antonio	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	CATTALINICH, Francesco	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	CATTALINICH, Simeone	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	CRIVELLI, Giuseppe	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	GALLASSO, Latino	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	GLIUBICH, Vittorio	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	IVANOV, Pietro	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	SORICH, Bruno	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	TONIATTI, Carlo	ITA	Men	eight with coxswain (8+)	M	Bronze
Paris	1924	Rowing	Rowing	CARPENTIER, Leonard	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	KINGSBURY, Howard	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	LINDLEY, Allen	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	MILLER, John	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	ROCKEFELLER, James	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	SHEFFIELD, Frederick	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	SPOCK, Benjamin	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	STODDARD, Laurence	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	WILSON, Alfred	USA	Men	eight with coxswain (8+)	M	Gold
Paris	1924	Rowing	Rowing	BELL, Arthur	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	CAMPBELL, Ivor	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	HUNTER, Robert	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	LANGFORD, William	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	LITTLE, Harold	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	SMITH, John	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	SNYDER, Warren	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	TAYLOR, Norman	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	WALLACE, William	CAN	Men	eight with coxswain (8+)	M	Silver
Paris	1924	Rowing	Rowing	ALBRECHT, Emile	SUI	Men	four without coxswain (4-)	M	Bronze
Paris	1924	Rowing	Rowing	PROBST, Alfred	SUI	Men	four without coxswain (4-)	M	Bronze
Paris	1924	Rowing	Rowing	SIGG, Eugen	SUI	Men	four without coxswain (4-)	M	Bronze
Paris	1924	Rowing	Rowing	WALTER, Hans	SUI	Men	four without coxswain (4-)	M	Bronze
Paris	1924	Rowing	Rowing	ELEY, Charles	GBR	Men	four without coxswain (4-)	M	Gold
